title,company,location,meta,description,url
Data Scientist - Supply Chain Planning,T-Mobile,"Bellevue, WA",,"The Data Scientist position will play a key role in T-Mobile's Network Supply Chain technology domain and 5G build out, with a focus on supply chain planning. This role will design and operationalize various kinds of descriptive, predictive, and prescriptive analytics to drive supply chain planning optimization. The Data Scientist will partner with numerous technical teams and supply chain stakeholders to collaborate, test hypotheses, build proof of concepts, and turn data into information that supports supply chain planning. These activities will be conducted using languages and tools such as R, Python, Data Bricks, SSIS, SQL, and Excel. The Data Scientist is a knowledgeable leader who is passionate about supply chain data modeling, forecasting, optimization, and possesses a strong vision of how data science can create value. Experience is desired in the areas of applied analytics in supply chain, such as building demand forecasting models and applying ML methods to improving supply/inventory planning. Specific experience deploying algorithms within o9 Solutions is desired.

Responsibilities
Responsibilities
Perform ad hoc data mining and statistical analyses on complex supply chain planning problems.
Drive the development and implementation of supply chain planning algorithims on the supply chain planning solution.
Research and work with technical teams to implement new and emerging technologies that will facilitate better data integrity, reliability, and enrichment for quantitative solutions.
Provide guidance to cross-functional teams on approach and methodologies as a data science subject matter expert.
Also responsible for other Duties/Projects as assigned by business management as needed.

Qualifications
Qualifications
2 to 4 years' experience of working with large data sets, including supply chain planning data.
Experience of working with common relational and/or non-relational databases and common web data and social data sources.
Experience of developing statistics-based analytics reports, ideally around supply chain planning scenarios
Bachelor's Degree in quantitative Discipline (math, statistics, economics, computer science, physics, engineering, etc)
Languages and tools such as R, Python, Data Bricks, SSIS, SQL, and Excel
Computer science, mathematics, statistics, engineering, etc.
Ability to understand business (supply chain planning) problem statements, requirements and use cases, then translating those into technology solutions using data

Company Profile
As America's Un-carrier, T-Mobile USA, Inc. (NASDAQ: ""TMUS"") is redefining the way consumers and businesses buy wireless services through leading product and service innovation. The company's advanced nationwide 4G and 4G LTE network delivers outstanding wireless experiences for customers who are unwilling to compromise on quality and value. Based in Bellevue, Washington, T-Mobile USA. Inc. provides services through its subsidiaries and operates its flagship brands, T-Mobile and Metro by T-Mobile. For more information, please visit http://www.t-mobile.com

Applicant Privacy Policy

We are committed to maintaining your trust by respecting and protecting your privacy. For more information about how T-Mobile processes the personal data of job applicants, please visit Applicant Privacy Policy.

EOE Statement
We Take Equal Opportunity Seriously - By Choice. T-Mobile USA, Inc. is an Equal Opportunity Employer. All decisions concerning the employment relationship will be made without regard to age, race, ethnicity, color, religion, creed, sex, sexual orientation, gender identity or expression, national origin, marital status, citizenship status, veteran status, the presence of any physical or mental disability, or any other status or characteristic protected by federal, state, or local law. Discrimination or harassment based upon any of these factors is wholly inconsistent with our Company values and will not be tolerated. Furthermore, such discrimination or harassment may violate federal, state, or local law.",http://www.indeed.com/rc/clk?jk=85d009f94ec7bad1&fccid=d124dbfd3785b597&vjs=3
Data Scientist,Sprezzatura Management Consulting,"Washington, DC 20006",,"Position Description

Sprezzatura seeks a Data Scientist to join our expanding team. The incumbent will broaden the base of knowledge through discovery, analyze data, and visualize and communicate information derived from data to a broad range of stakeholders. It is preferred that the Data Scientist should have a focus in the area of Educational Institutional Research.

Roles/Responsibilities:

Uses database query tools, statistical and analytical software, and data discovery tools to extract, manipulate, and analyze data for trends
Collaborates with various internal stakeholders (e.g., directors, faculty, and administrators) to understand their information needs
Develops dashboards and other visualizations to illustrate measures and associations
Reviews gaps in data; researches and recommends the adaptation of relevant datasets, research methods, and/or software tools to better perform data analytics and deliver results
Maintains proficiency and continuously develops expertise in new developments in the data mining domain including methods, tools, and software
Identifies and integrates external data sets with internal data elements for analysis to understand underlying patterns and trends
Utilizes text mining algorithms to analyze qualitative data and find patterns in textual datasets

Skills & Qualifications:

Should have specialized experience in collecting, analyzing, reporting, and warehousing quantitative data for colleges and universities in one, or more, areas including: admissions, financial aid, curriculum assessment, enrollment management, student life, course offerings, and learning outcomes. Experience in admissions is preferred.
Should have experience in collecting and reporting information to government bodies (such as the United States Department of Education's Integrated Postsecondary Education Data System) to the public (e.g., Common Data Set, the National Association of Independent Colleges and Universities), and various college guide publishers (such as the U.S. News & World Report and College Board)
Must have experience sharing data outside their institution to compare their practices and outcomes against those of similar institutions
Must be able to use data visualization and reporting tools to display and summarize data, trends, and patterns
Must be able to clearly communicate and accurately present the methodology and results of analyses to various internal audiences using a variety of visual, written, and oral formats
Must be able to research and implement new visualization tools and methods to uncover insights in data and present them in great detail

Other Requirements:

A bachelor's degree is required. Would prefer to have the degree in Data Analytics, Statistics, Mathematics, Computer Science, Informatics, or Information Technology
1-3 years of experience is required.
Exceptional organizational skills, attention to detail, and ability to work under tight deadlines
Experience with Microsoft Office programs (Word, Excel, Access, PowerPoint, and Outlook), with an emphasis on MS Word and Excel
Location: Remote
Veteran Preference: Yes.
Citizenship/Security: Citizen/Green Card. Must be able to hold a federal security clearance.

Transitioning military and/or Veterans are invited to apply. Sprezzatura is an equal opportunity employer.

Sprezzatura offers benefits including healthcare, vacation, and paid sick leave.

Company Description

Sprezzatura Management Consulting, LLC (www.sprezzmc.com) is a Washington, DC-area Service-Disabled Veteran-Owned Small Business (SDVOSB) that enables transformation by supplying insight and leadership at the intersection of people, processes, and technology. We apply knowledge, project, and life cycle management best practices to catalyze change.",http://www.indeed.com/rc/clk?jk=4b58a76ac590fbd4&fccid=3a99c292786632f4&vjs=3
Data Scientist,GSK,"Philadelphia, PA 19112",,"Site Name: USA - Pennsylvania - Philadelphia
Posted Date: Mar 20 2020

Data Engineer is accountable for developing and delivering cloud-based data ingestion solutions across the Pharma Commercial. You will be working on fully up to date technologies in the Data & Analytics environment and in a team, which is fully committed to remain at the leading edge of this skill set. Therefore, the impetus to keep improving skills and acquiring skill sets in new technologies will be very strong. If you are a top-flight developer who wants to continue to keep learning and remain at the cutting edge of the very fast-moving Data Analytics technology environment, then this role is for you.
This is very hands-on development role which includes developing & delivering code through from origin to production, plus working in partnership with 3rd party development service providers to help ensure that code comes in on time, to quality and in line with the overall ecosystem being established. The Data engineer will directly contribute to the extensive and varied build and deployment activities involved in establishing the new platform then continue to work on the already significant and growing pipeline of future build-outs on the platform.
This role will provide YOU the opportunity to lead key activities to progress YOUR career, these responsibilities include some of the following…
Development: Hands on, sleeves up development and delivery expected as a matter of course.
Delivery: Ensure project goals are achieved on time in alignment with the stakeholders’ expectation. Ability to work on complex projects and in a distributed environment. Escalate to other Data & Analytics leadership team when needing support. Work in close collaboration with other team members in the CH BI Tech team, to ensure Development/Delivery aspects are well represented in the project’s requirements and deliverable.
Methodology: . Incorporate agile ways of working into the delivery process thru use of DABL (Discovery, Alpha, Beta, Launch) framework to show value periodically. Individuals will work as part of product-centric delivery team(s) that will focus on delivering value independently while fully embracing integrated DevOps approaches.
Ownership: Take ownership for the delivery/development projects and help steer until completion.
Governance: Follow governance that allows projects and stakeholders to manage overall project performance and manage programme risks within the global nature of some of the programmes.
Forward looking: Remain flexible towards technology approaches to ensure that the best advantage is being taken of new technologies. Keep abreast of industry developments in analytics and be able to interpret how these would impact services and present new opportunities.
Quality, Risk & Compliance: Ensure all risk and issues associated with owned projects are recorded and managed in the appropriate Risk & Issue logs in a timely manner. Ensure all Risks and Issues have clear action/mitigation/contingency plans defined, with named action owners and timelines for completion.
Technical Architecture: Be conversant with technical architecture to contribute to design discussions in partnership with the Delivery/Development Director and dedicated Analytics & Data Architect.
Why you?
Basic Qualifications:
We are looking for professionals with these required skills to achieve our goals:
MS/BS degree in Computer Science, Engineering, Design or equivalent experience.
7-9 years as a Developer in the Data & Analytics arena with demonstrated expertise in emerging technologies and data technology platforms and management.
Fully conversant with agile and DevOps development methodology and concepts. Must have worked in CI/CD ways of working using tools like Azure DevOps.
Preferred Qualifications:
If you have the following characteristics, it would be a plus:
Ideal candidate would have built an impressive hands-on career to date in an advanced, recognized and innovative environment around Data & Analytics.
Fully conversant with big-data processing approaches and “schema-on-read” methodologies is a must and knowledge of Azure Data Factory/DataBricks/Azure Data Lake/Azure DW/Analysis Services is highly preferred. Understanding AWS and GCP cloud platforms is a plus.
Experience of the Azure analytics components, Power BI, Power Apps & Microsoft Visual Studio is desirable.
Good to have an excellent development skills & extensive hand-on development & coding experience in a variety of languages, e.g. C#, Python, SQL, DAX, etc.
Have a highly innovative mind-set and experience with analytics in a healthcare or CPG company.
Ability to work in close partnership with other IT functions such as IT security, compliance, infrastructure, etc. as well as partner closely with business stakeholders in the commercial and digital organizations.
Experience in executing Data Analytics projects in an Agile manner, articulation of Value depending on the project life cycle stage, Creating MVPs, developing plans for scale up are all very important experience to be successful in this role.
Great communication skills and ability to communicate inherently complicated technical concepts to non-technical stakeholders.
Why GSK?
Our values and expectations are at the heart of everything we do and form an important part of our culture.
These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork. As GSK focuses on our values and expectations and a culture of innovation, performance, and trust, the successful candidate will demonstrate the following capabilities:
Agile and distributed decision-making – using evidence and applying judgement to balance pace, rigour and risk
Managing individual and team performance.
Committed to delivering high quality results, overcoming challenges, focusing on what matters, execution.
Implementing change initiatives and leading change.
Sustaining energy and well-being, building resilience in teams.
Continuously looking for opportunities to learn, build skills and share learning both internally and externally.
Developing people and building a talent pipeline.
Translating strategy into action - a compelling narrative, motivating others, setting objectives and delegation.
Building strong relationships and collaboration, managing trusted stakeholder relationships internally and externally.
Budgeting and forecasting, commercial and financial acumen.
If you require an accommodation or other assistance to apply for a job at GSK, please contact the GSK Service Centre at 1-877-694-7547 (US Toll Free) or +1 801 567 5155 (outside US).
GSK is an Equal Opportunity Employer and, in the US, we adhere to Affirmative Action principles. This ensures that all qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity/expression, age, disability, genetic information, military service, covered/protected veteran status or any other federal, state or local protected class.
Important notice to Employment businesses/ Agencies
GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.
Please note that if you are a US Licensed Healthcare Professional or Healthcare Professional as defined by the laws of the state issuing your license, GSK may be required to capture and report expenses GSK incurs, on your behalf, in the event you are afforded an interview for employment. This capture of applicable transfers of value is necessary to ensure GSK’s compliance to all federal and state US Transparency requirements. For more information, please visit GSK’s Transparency Reporting For the Record site.",http://www.indeed.com/rc/clk?jk=079f9706244cc456&fccid=4e42ec53f4b93e02&vjs=3
,,,,,http://www.indeed.com/rc/clk?jk=41e7ca93af690baf&fccid=a37b83e61dffd26a&vjs=3
Data Scientist,Alldus,"New York, NY",,"Data Scientist

We are a rapidly growing financial technology company focused in making credit trading more efficient. This role is based in our global headquarters in New York
About The Role:
We need an entrepreneurial data scientist to join our ever growing Labs team. Our goal is to enable participants in credit markets to make the best data-driven decisions possible.

What You’ll Do:
Build and develop analytics and models which increase the platforms transactional volume
Make contributions to bond pricing algorithms and market data analysis
Power the quantitative engines that are the core of the firm and help drive our brands mission


Skills & Qualifications:
Degree in STEM major from a top level university
Relevant experience of 3-5 years with Bachelor’s degree, or 1-3 years with PhD/Masters
Strong experience with Python and R
Experience modelling financial time series, ideally in bond or equity space
Self-organization and entrepreneurial spirit
Clear communication

Benefits:
Industry leading compensation
Fully covered benefits including health, vision and dental
Exciting office environment and help your self to the fully stocked pantry
Team-oriented and collaborative company culture",http://www.indeed.com/rc/clk?jk=72d991a12f4adb56&fccid=b4df24bc350094d0&vjs=3
Data Scientist / Quantitative Analyst,Tropikia Group,"New York, NY 10001",,"If you are looking for the next step, invest your mind in Intex. Join the team at our growing company providing banks, insurance firms and other large financial institutions with innovative software to create and analyze data. This is a fast-paced and challenging environment, where you’ll work with some of the brightest people around, in a dynamic, open, and fun setting. Responsibilities:

Construct and calibrate complex machine learning models to help client drive value models
Provide intensive client support of marketing, risk and other business model function within TKG’s core products
Work with the development team to enhance TKG’s modeling language and products to adapt to latest structural innovations
Design, implement and support automation procedures and quality assurance
Provide technical support to sales team via on-site visits, industry conferences, and web based product demonstrations

Qualifications include:

Exceptional quantitative and problem-solving skills
Strong work ethic and attention to detail
Willingness to improve existing systems to make them more efficient
Motivated self-starter with ability to work independently and as part of a team
Ability to communicate proactively and openly with coworkers and external clients
Quantitative Degree (e.g. Economics, Mathematics, Physics, Computer Science, or Engineering)

Looking for applicants with 3+ years of experience in a quantitative position Job Code: Data Scientist
It takes all types to make TKG Company great. If you’re someone who enjoys creating innovative ways to reach ambitious goals, who is open to and energized by receiving honest feedback, and who likes asking and being asked “why?” — then we should talk. We don’t just look for people who can do a particular job. We look for people we want to share our lives with, please forward your resume to info@tropikiagroup.com Our culture is relaxed but rigorous; our dress is casual. Tropikia Group, LLC. is an Equal Opportunity Employer. While we are always open to your inquiries, the following positions are types that are currently available.",http://www.indeed.com/rc/clk?jk=6d5b6211816f299f&fccid=7cf034bacd54dedb&vjs=3
Data Scientist,Orbital Insight,"Palo Alto, CA 94306",,"Our mission is to understand what we’re doing on, and to, Earth. This includes all of the economic and social trends impacting us. In order to do that we are building the best data science team in the world to generate actionable intelligence from millions of satellite and aerial images from a variety of different sensors, as well as other sources of geospatial data. Current members of our data science team come from backgrounds including evolutionary biology, geophysics, neuroscience, and astrophysics.
We are data detectives and our job is difficult because although we have Big Data, we exist in a persistent state of spatio-temporal data starvation. The work is fast-paced, highly iterative, and continuously trading off between what works and what’s best. The actual data analysis typically goes from computer vision to mathematical modeling to validation with rigorous testing at every step of the way.
Along with our team of data scientists, you’ll work with product managers, sales, and software engineers to build data-driven products and solutions. If you enjoy working with data to build products and solve hard problems in creative ways, you will fit right in.

Responsibilities
Research and develop algorithms to model real-world systems and behavior based on actual observations
Conceive of and implement experiments to test hypotheses regarding (statistical) behavior of data and algorithms
Translate product management, engineering, and business constraints/queries into tractable data science questions
Work cross-functionally with software engineers to integrate data science models into production pipelines
Help develop, improve, and evangelize our data science knowledge base and infrastructure
Iterate rapidly on everything; all of the above happens in a relatively fast paced business driven environment, and you must be comfortable with that

Skills and Qualifications
Masters degree in a STEM field (e.g., statistics, machine learning, computer science, engineering); PhD preferred
An ability to communicate complex data science concepts and results in a readily-understood manner
Minimum two years of demonstrable experience working with large and noisy datasets that have sparsity in some dimension (e.g., spatially, temporally)
Demonstrable experience implementing efficient data science models and deploying them in a production environment
Excellent coding skills (python with a solid familiarity with NumPy, SciPy, pandas strongly preferred)
Significant experience with git, GitHub, SQL, AWS (S3 and EC2), Docker, and Unix/Linux",http://www.indeed.com/rc/clk?jk=3e3f49e44a59a5c9&fccid=339359a1f59909e5&vjs=3
Data Scientist - Defense & Intelligence,Elder Research Inc,"Langley, VA",,"DATA SCIENTIST – Defense & Intelligence
Work Location is Langley, VA or Chantilly, VA
Home Base office is Arlington, VA
Elder Research Inc. is a recognized leader in predictive analytics and machine learning. We pride ourselves in our ability to find creative, cutting edge solutions to real-world problems. We are looking for innovative and inquisitive self-starters who enjoy translating complex models into actionable solutions that deliver real value for our clients. We have multiple openings in the Baltimore-Washington Metropolitan area for cleared analytics and data science professionals at varying skill levels to support our Defense & Intelligence business.
As a Data Scientist in the Defense & Intelligence Business Unit, you will join a functional team of accomplished Data Scientists, Data Engineers, Data Analysts and Software Engineers that deliver data science solutions to address the toughest national security challenges. You will work closely with Data Scientists, Instructional Designers, Business Consultants, Software Engineers, and the system users who are creating and deploying applications that help the customer make actionable, data-driven decisions.
Required Qualifications
 5+ years of experience in data science.
 TC/SCI with polygraph
 Ability to travel to and work on client site as needed.
 Knowledge of individual, organizational, technological or transnational issues of national security concern
 Prior experience with the Intelligence Community and methodological experience in some of the following areas: relationships and discovery (correlating, enriching and prioritizing data about activity among actors, devices or facilities to enable to discovery of structure, roles; key relationships and targets), situational awareness (unifying data into a single context. Allowing the current situation to be accurately and quickly understood), systems modeling (building a computational analog of a real-world system – political, military, economic, social or technical – to understand how it operates, what it is capable of and how it may react to shocks) and business analytics (supporting data-driven decisions about how we can improve the business of intelligence).
 Knowledge of appropriate analytic methods and methodological tools in two of more Of the following areas:
o Applied mathematics (e.g. Probability and statistics, multivariable calculus, linear algebra, ordinary and partial differential equations, stochastic processes, graph theory)
o Computer programming(e.g. scripting, data parsing/ETL, artificial intelligence, machine learning, math/statistics packages, natural language processing, software versioning, distributed computing)
o Visualization (e.g. dashboard creation, network analysis, GIS/geospatial analysis, telemetry analysis)
 Knowledge of Python and some of the following software tools: SQL, R Hadoop, Spark, Java, C/C++, Git, Bash, Tableau, ArcGIS, Unix Commands,
About Elder Research, Inc.
Elder Research is a fast growing consulting firm specializing in predictive analytics and machine learning. Elder Research has been in the data science business for over 20 years providing analytic solutions to hundreds of companies and organizations across numerous industries. At Elder Research, you’ll be part of a fun, friendly community. In keeping with our entrepreneurial spirit, we want candidates that are self-motivated with an innate curiosity and strong team work ethic. We work hard to provide the best value to our clients and allow each person to contribute their ideas and put their skills to use immediately.
Achieving success on defense, intelligence and security projects requires a data science team with broad experience, critical thinking, a proven ability to solve complex problems, and the ability to effectively communicate results. Our scientists conduct analysis in a collaborative environment that frequently brings together the expertise of decision-makers, analysts, agents, investigators, and even behavioral scientists. Our team relies on well-trained technical personnel who have experience with tools, algorithms, best practices, and custom software development to navigate the frontier of unsolved problems we typically encounter. Our team enjoys great variety in the type of work they do and exposure to a wide range of analytic techniques and tools.
Elder Research, Inc. is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status and will not be discriminated against on the basis of disability.",http://www.indeed.com/rc/clk?jk=7452b1fb58b7e296&fccid=b3991d5c19e7c0f4&vjs=3
Research Scientist,"Upstart Network, Inc.","San Mateo, CA",,"About Upstart

Upstart is a leading AI lending platform partnering with banks to expand access to affordable credit. As we transitioned to being a public company, we’re now poised to leverage our domain expertise and revolutionize every aspect of lending and credit risk evaluation. We’ve recently expanded our offerings to include automobile refinancing and we plan to take on more verticals as the business grows.

By leveraging Upstart's AI platform, Upstart-powered banks can have higher approval rates and lower loss rates, while simultaneously delivering the exceptional digital-first lending experience their customers demand. Upstart's patent-pending platform is the first to receive a no-action letter from the Consumer Financial Protection Bureau related to fair lending. Upstart is based in San Mateo, California and Columbus, Ohio.

Most Upstarters join us because they connect with our mission of enabling access to effortless credit based on true risk. If you are energized by the impact you can make at Upstart, we’d love to hear from you!

The Team

Research Scientists with Upstart have a direct impact on our company's success. Our team consists of full-stack generalists as well as specialists in statistical modeling or machine learning as well as Machine Learning Engineers.

Because our challenges are so new, Research Scientists at Upstart need strong creative problem-solving skills and the technical background to implement solutions. Our research environment affords team members the opportunity to utilize a variety of statistical and machine learning methods with the freedom and encouragement to pursue alternative approaches to solving problems. Whether developing new products or identifying novel approaches to core models, we are continuously seeking the next big ideas to move our business forward.

The Role

As a Research Scientist, you’ll have ownership across a breadth of data science projects working end-to-end from building proof-of-concepts to productionalizing models. You’ll also have an opportunity to work alongside a talented team that values curiosity, humility, drive and teamwork.

What we’re looking for:
Strong academic credentials with a M.S. in statistics, mathematics, computer science or a related quantitative field of study with a preference for a PhD
Comfort with programming (ideally in Python and R)
Rigorous quantitative background
Predictive modeling experience is preferred
Strong sense of intellectual curiosity balanced with humility
Numerically-savvy with ability to operate at a speedy pace

Enthusiasm for and alignment with Upstart’s mission and values

What you’ll love:
Competitive compensation (base + bonus & equity)
Comprehensive medical, dental, and vision coverage
Personal development and technology & ergonomic budgets
Life insurance and disability benefits
Clubs and Activities (game nights, Fitstarters, Superwomen, book club, investing club, money discussions, photography club and basketball teams)
Generous vacation policy
401(k) retirement plan
Catered lunches + snacks & drinks

Upstart is a proud Equal Opportunity Employer. We are dedicated to ensuring that underrepresented classes receive better access to affordable credit, and are just as committed to embracing diversity and inclusion in our hiring practices. We celebrate all cultures, backgrounds, perspectives, and experiences, and know that we can only become better together.

https://www.upstart.com/candidate_privacy_policy",http://www.indeed.com/rc/clk?jk=72c2186b16661b8e&fccid=f98377d49d210910&vjs=3
DATA SCIENTIST,Big Bright International,"Chicago, IL",,"Data Scientist at various unanticipated client locations throughout the US to lead data assessment, modeling and forecast for big size multi-national companies; provide ETL big data integration; utilize Data Stage to populate tables in data warehouse and data marts. Hadoop, Pig, Hvive, Data Stage, and Netezza. Must have a Master’s degree in Management Information Systems, or Business Administration, or foreign equivalent.",http://www.indeed.com/rc/clk?jk=7cb9ac47019aea0e&fccid=bd17e04d65337121&vjs=3
Computer Scientist (Data Scientist),US Department of the Army,"Arlington, VA",,"Duties
Summary
About the Position: Incumbent will establish policies on, and supervise, all business operations regarding business transformation, business planning and processes, performance management, and business information technology management and improvement activities and programs, to include the allocation of resources for business operations, and unifying business management efforts across Department of Army.

This is a Direct Hire Solicitation.
Responsibilities
Appraise large data sets to find opportunities for operations and process optimization and using models to test the effectiveness of different courses of action.
Employ a variety data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations to drive business results initiated from data-based insights.
Discover solutions hidden in large data sets and work with stakeholders to improve business outcomes, supporting enhanced oversight and management of DA by facilitating enterprise-wide analysis and management of its business operations.
Provide quarterly assessments of performance related to the Enterprise Data Analytics Strategy objectives.
Develop custom data models and algorithms to apply to data sets.
Travel Required
Occasional travel - You may be expected to travel up to 10% for this position.
Supervisory status
No
Promotion Potential
None
Job family (Series)
1550 Computer Science
Requirements

Requirements
Conditions of Employment
This position requires the incumbent be able to obtain and maintain a determination of eligibility for a Secret security clearance or access for the duration of employment. A background investigation and credit check are required.
Term employment is subject to a one year trial period. Employees serving a trial period can be removed with limited appeal rights.
Male applicants born after December 31, 1959, must complete a Pre-Employment Certification Statement for Selective Service Registration.
This position has a Temporary Duty (TDY) or business travel requirement of 10% of the time.
This is a Term position scheduled not to exceed 3 years.
Qualifications
This position is a TERM position. It is time-limited and may be extended up to a maximum of six years. DoD Components may extend competitive service term appointments made in accordance with the ""Modification of Temporary and Term Appointments Within the Department of Defense"" memorandum beyond 6 years up to 8 years.

Who May Apply: US Citizens

In order to qualify, you must meet the education and experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.

Basic Requirement for Computer Scientist (Data Scientist):

Degree: Bachelor's degree (or higher degree) in computer science or bachelor's degree (or higher degree) with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus.

In addition to meeting the basic requirement above, to qualify for this position you must also meet the qualification requirements listed below:

Specialized Experience: One year of specialized experience which includes Developing data models and algorithms to apply to data sets; Applying predictive modeling including but not limited to machine learning based techniques to optimize business outcomes; and/or Utilizing data mining/data analysis methods, building and implementing models using programs such as R or Python, using/creating algorithms and/or creating simulations to gather data-based insights.
This definition of specialized experience is typical of work performed at the next lower grade/level position in the federal service (GS-13).

Some federal jobs allow you to substitute your education for the required experience in order to qualify. For this job, you must meet the qualification requirement using experience alone-no substitution of education for experience is permitted.
Education
FOREIGN EDUCATION: If you are using education completed in foreign colleges or universities to meet the qualification requirements, you must show the education credentials have been evaluated by a private organization that specializes in interpretation of foreign education programs and such education has been deemed equivalent to that gained in an accredited U.S. education program; or full credit has been given for the courses at a U.S. accredited college or university. For further information, visit: http://www.ed.gov/about/offices/list/ous/international/usnei/us/edlite-visitus-forrecog.html
Additional information
You will be required to provide proof of U.S. Citizenship.
Direct Deposit of Pay is required.
Term employment is subject to a one year trial period.
Eligible for situational telework only, including emergency and OPM prescribed ""unscheduled telework"".
Selection is subject to restrictions resulting from Department of Defense referral system for displaced employees.
If you have retired from federal service and you are interested in employment as a reemployed annuitant, see the information in the Reemployed Annuitant information sheet.
This is a Career Program (CP) 16 - Engineers & Scientists (Non-Construction) position.
Multiple positions may be filled from this announcement.
Salary includes applicable locality pay or Local Market Supplement.
If you are unable to apply online or need to fax a document you do not have in electronic form, view the following link for information regarding an Alternate Application.
Payment of Permanent Change of Station (PCS) costs is not authorized, based on a determination that a PCS move is not in the Government interest.


How You Will Be Evaluated
You will be evaluated for this job based on how well you meet the qualifications above.
Once the announcement has closed, a review of your application package (resume, supporting documents, and responses to the questionnaire) will be used to determine whether you meet the qualification requirements listed on this announcement. If, after reviewing your résumé and/or supporting documentation, a determination is made that you have inflated your qualifications and/or experience, you may lose consideration for this position. Please follow all instructions carefully when applying, errors or omissions may affect your eligibility.

You should list any relevant performance appraisals and incentive awards in your resume as that information may be taken into consideration during the selection process. If selected, you may be required to provide supporting documentation.

Veterans and Military Spouses will be considered along with all other candidates.

Interagency Career Transition Assistance Program (ICTAP). If you are a Federal employee in the competitive service and your agency has notified you in writing that you are a displaced employee eligible for ICTAP consideration, you may receive selection priority for this position. To receive selection priority, you must: (1) meet ICTAP eligibility criteria (2) be rated well-qualified for the position and; (3) submit the appropriate documentation to support your ICTAP eligibility. To be considered well-qualified and receive selection priority applicants must satisfy all qualification requirements for the position and receive a score of 90 or above. Additional information about the program is on OPM's Career Transition Resources website.

Background checks and security clearance
Security clearance
Secret
Drug test required
No
Position sensitivity and risk
Noncritical-Sensitive (NCS)/Moderate Risk
Trust determination process
National security
Required Documents

Required Documents
The documents you are required to submit vary based on whether or not you are eligible for preference in federal employment. A complete description of preference categories and the associated required documents is in the Applicant Checklist (External).

As described above, your complete application includes your resume, your responses to the online questionnaire, and documents which prove your eligibility to apply. If you fail to provide these documents, you will be marked as having an incomplete application package and you will not be considered any further.

1. Your resume:

Your resume may be submitted in any format and must support the specialized experience described in this announcement.
If your resume includes a photograph or other inappropriate material or content, it will not be used to make eligibility and qualification determinations and you may not be considered for this vacancy.
For qualifications determinations your resume must contain hours worked per week and the dates of employment (i.e., HRS per week and month/year to month/year or month/year to present). If your resume does not contain this information, your application may be marked as incomplete and you may not receive consideration for this position.
For additional information see: What to include in your resume.
2. Other supporting documents:
Cover Letter, optional
Most recent Performance Appraisal, if applicable
If you are relying on your education to meet qualification requirements: You MUST submit a copy of your transcript if you want to substitute your education for experience. If you claim qualifications based on education, and do not submit a transcript, your education will not be used in making a qualification determination and you may be found ""not qualified."" See: Transcripts and Licenses.
NOTE: Documents submitted as part of the application package, to include supplemental documents, may be shared beyond the Human Resources Office. Some supplemental documents such as military orders and marriage certificates may contain personal information for someone other than you. You may sanitize these documents to remove another person's personal information before you submit your application. You may be asked to provide an un-sanitized version of the documents if you are selected to confirm your eligibility.
If you are relying on your education to meet qualification requirements:
Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education.
Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.
Benefits

Benefits
A career with the U.S. Government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Learn more about federal benefits.
Review our benefits
Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. Contact the hiring agency for more information on the specific benefits offered.
Help
This job is open to
The public
U.S. citizens, nationals or those who owe allegiance to the U.S.",http://www.indeed.com/rc/clk?jk=6c26d78d15c9f0b9&fccid=c3b8389ba1f05d96&vjs=3
