title,company,location,meta,description,url
Data Engineer,ICF,"Fairfax, VA 22031",,"Job Description: We’re looking for a SQL Server Integration Services (SSIS) Developer, someone who thrives not just developing, but owning the full development lifecycle to create and maintain solutions which work with a wide variety of data sources to create robust ETL solutions for ingesting, processing, archiving, and sending large quantities of data using reusable and scalable data solutions, both on premise and in the cloud.
What you’ll be doing:
• Design, develop, and test a wide variety of custom SSIS packages, with maximum focus on reusability and scalability.
• Provide technical assistance to Business Analysts and Project Managers by reviewing their requirements to ensure they can be translated into ETL solutions.
• Provide quick turnaround technical and analytic support, including managing multiple tasks, to a wide variety of business owners who have rapidly evolving client demands.
• Maintain data integrity across a wide variety of Energy Efficiency programs, including troubleshooting data quality issues and communicating their impacts.
• Help the larger team define and implement best practices to improve processes and outputs.
Basic Qualifications:
• Bachelor's degree in a technical field (e.g., Computer Science, Engineering or related discipline)
• 3+ years of experience with Microsoft SQL Server Technologies and applying it to the software development process
• 2+ years of experience working in a data warehousing environment creating data pipelines with ETL tools such as SSIS and SSMS (2012 or higher)
• 1+ years of database development experience using T-SQL on stored procedures
• Analytical thinking, looking into logic-based details while problem-solving for the overall big picture
Preferred Skills/Experience:
• Exposure to the utility, energy, and/or energy efficiency sectors a plus
• Experience with Power BI, SSRS, or Tableau.
• Experience with working in SQL Server in Azure
Professional Skills:
• Excellent listening, written, and oral communication skills paired with an excellent sense of humor
• Ability to exercise independent judgment while effectively prioritizing and executing tasks while under pressure
• Self-motivated team player with the ability to work in a fast-paced environment
Working at ICF
Working at ICF means applying a passion for meaningful work with intellectual rigor to help solve the leading issues of our day. Smart, compassionate, innovative, committed, ICF employees tackle unprecedented challenges to benefit people, businesses, and governments around the globe. We believe in collaboration, mutual respect, open communication, and opportunity for growth. If you’re seeking to make a difference in the world, visit www.icf.com/careers to find your next career. ICF—together for tomorrow.
ICF is an equal opportunity employer that values diversity at all levels. (EOE – Minorities/Females/ Protected Veterans Status/Disability Status/Sexual Orientation/Gender Identity)
Reasonable Accommodations are available for disabled veterans and applicants with disabilities in all phases of the application and employment process. To request an accommodation please email icfcareercenter@icf.com and we will be happy to assist. All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations. Read more about non-discrimination: EEO is the law and Pay Transparency Statement .
Fairfax, VA (VA01)",http://www.indeed.com/rc/clk?jk=f6557d241ef06233&fccid=cc35f9c14f8799a9&vjs=3
Database/Data Engineer,NCI Information Systems Inc.,Remote,,"Responsibilities:
As a Database/Data Engineer, you are responsible for developing and managing database solutions and for working closely with development and engineering teams on overall development strategy and data ingestion. You provide support to product deployment strategy, metrics, and measures for automated scaling. You apply Agile best practices to collaborate and participate in creating user stories for business functionality, technical requirements and defining acceptance criteria to ensure the delivery of data solutions. In assuming this position, you are a vital contributor to meeting NCI's mission: To deliver innovative, cost-effective solutions and services that enable our customers to rapidly adapt to dynamic environments as well as to expand our AI solutions.
RESPONSIBILITIES
Lead development of material management database, migrating from an Oracle instance into a modern cloud DB solutions.
Provide database server administration support and incident management and service request responses
Meet both technical and consumer needs.
Manage and implement database technology transition, including the sunset of older database technologies.
Execute disaster recovery and continuity of operations support.
Be available for off-hours support as needed.
Work across development and operational environments.
Stay abreast of database technologies and best practices.
Skillful of multitasking and managing multiple simultaneous high priorities a must.
Qualifications:
REQUIREMENTS
DoD secret security clearance (or interim secret)
Bachelor’s degree in Computer Science or Engineering discipline.
4-9 years of database development in Defense or secured Government Installations.
Experience with Oracle DBA, MS SQL MSCA, or MSCE, Enterprise DB (EDB) preferred.
Knowledge in Database development and administration in cloud solutions preferred.
Familiar with leading data migrations from Oracle Databases.
Working experience architecting, designing, and implementing databases as well as implementing and executing ETL tools.
Experience with NAVSEA financial systems, such as CSAS, or MSE PROD is preferred.
Experience transforming large, government programs to the cloud.
Strong written and oral communication skills.
PHYSICAL REQUIREMENTS:
This position requires the ability to perform the below essential functions:
Sitting for long periods
Standing for long periods
Ambulate throughout an office
Ambulate between several buildings
It is the policy of NCI to provide equal opportunity in recruiting, hiring, training, and promoting individuals in all job categories without regard to race, color, religion, national origin, gender, age, disability, genetic information, veteran status, sexual orientation, gender identity, or any other protected class or category as may be defined by federal, state, or local laws or regulations. In addition, we affirm that all compensation, benefits, company-sponsored training, educational assistance, social, and recreational programs are administered without regard to race, color, religion, national origin, gender, age, disability, genetic information, veteran status, sexual orientation, or gender identity. It is our firm intent to support equal employment opportunity and affirmative action in keeping with applicable federal, state, and local laws and regulations. NCI is a VEVRAA Federal Contractor.",http://www.indeed.com/rc/clk?jk=f362fb70339c6f3a&fccid=fd5b58008c9f15f4&vjs=3
Data Engineer,First Republic Bank,"San Francisco, CA 94111",,"Â :
At First Republic, we care about our people. Founded in 1985, we offer extraordinary client service in private banking, private business banking and private wealth management. We believe that personal connections are everything and our success is driven by the relationships we form with our colleagues and clients. You’ll always feel empowered and valued here.
Incredible teams doing exceptional work, every day
In Technology, we support First Republic’s employees and clients through the acquisition, integration and management of the Bank’s information technology systems and services. We drive innovation and explore emerging technologies so our people can be productive and focus on what matters most – providing extraordinary service.
Want to help a great team protect a fantastic Bank monitor potentially fraudulent client activity in a supportive, collaborative environment?

ETL developer with strong technical skills to understand requirements and build quality data solutions. Work closely with business and technology teams to define, test, develop and deploy code to satisfy requirements and prevent application/system outages.
Â :
What you’ll do as a Data Engineer for the Actimize team:

You will support and create the ETL solutions for the BSA/AML group. This includes, transforming business requirements into data solutions via technical tools and gathering domain knowledge about the BSA/AML supported ETL jobs and data sets. Eventually, you will be a Subject Matter Expert on the data and BSA/AML related applications and systems.
Â :
You could be a great fit if you have:

Self-starter with strong technical skills in ETL, scripting, database and data tools. Experience using Informatica, SSIS, Python and SQL scripting. Excellent communication skills with internal team as well as with business partners and management; team player with accountability to own your own work, but also support a collaborative work environment.

Own your work and your career — apply now
Are you willing to go the extra mile because you love what you do and how you can contribute as a team? Do you want the freedom to grow and the opportunity to take charge of your own career? If so, then come join us.

We want hard working team players. You’ll have the independence to learn, lead and drive change. A culture of extraordinary service, empowerment and stability — that’s the First Republic way.

First Republic is subject to federal laws that restrict the employment of individuals with certain types of criminal histories, including FDIA Section 19 and FINRA. To the extent not inconsistent with our obligations under those federal laws and regulations, First Republic will consider qualified candidates with criminal histories in a manner consistent with the Los Angeles and San Francisco ban-the-box laws.",http://www.indeed.com/rc/clk?jk=ecde5ac6e75b1062&fccid=e228a3c78d0f7f13&vjs=3
Data Engineer,Universal Electronics,"Santa Ana, CA 92707",,"Overview-We will consider Junior/Mid-level and Senior Level
Our vision is beyond a connected home, rather a smarter home where technology is your friend and not an obstacle. Consumer electronics is one of the fastest growing industries in the world. Trends in Technology change every season and new devices are making way into the homes of people faster than ever. Interacting with these devices is a challenge.

Our team is focused on next generation distributed platforms for the connected home ecosystem; we solve real life problems and bring improvements to the masses. We are infatuated by technology; however only see it as the means and not the goal itself. We accept no boundaries and no problem should remain unresolved.

Here you will design products and technologies that are touched by well over 450 million people every week, and we’re just getting started! We design & developed an extraordinary number of products for the connected home, backed by a complete ecosystem of data driven software solutions & cloud services for connected devices from leading brands in mobile, gaming and consumer electronics segments!

Visit our links for more insight: https://www.youtube.com/user/ueicorporate https://www.instagram.com/nevolabs/ https://twitter.com/nevolabs
Responsibilities
This role has responsibility to lead the overall technical architecture and development of data infrastructure and cloud services to enable a range of new data driven high performance applications.
Work with key individuals to identify, prioritize, manage and track outstanding development tasks.
Build and refine the infrastructure, data architecture, data models, and integration architecture while also ensuring the solutions supports user-driver, self-service analytics.
Design and develop tools to process large data sets with statistical algorithms, machine learning, data mining and predictive simulations.
Design, evaluate and optimize database structures (tables, views, and functions) while developing methods / scripts for monitoring database capacity, usage and performance.
Design and optimize database schema, architecture, queries, and complex stored procedures, for OLTP, OLAP and unstructured data services.
in a team environment to design, implement, extend, and maintain both internal as well as customer facing web services.
Desired Skills and Experience
BSCS preferred, may consider alternative education
Possess a strong technical background and able to learn and apply new topics quickly and efficiently.
Superior verbal and written communications skills.
Proficiency in backend Microsoft technologies.
Must have a focus on Data Engineering and Operations
Ability to implement modern Data tools and concepts such as Data Lakes, Data Warehouses, NoSQL, Data Distribution
Experience working within a multi-country, multi-timezone fast moving team
Performance analysis and tuning of data access at scale is a big plus
Experience with replication, disaster recovery
Experience working within a MicroSoft environment
Fluency in modern data architectures (e.g. NoSQL, Cosmos, Hadoop, Data Warehouse)
Familiar with Data Modeling disciplines and advanced data patterns (ie. Document based storage / dimensionalized schemas and containerized data models).",http://www.indeed.com/rc/clk?jk=1318f9d37913f3f9&fccid=2cfd7ba40e131adb&vjs=3
Data Engineer Consultant (838509),Systemart LLC,"Newark, NJ",,"Basic qualifications

Strong Computer science background required. A Bachelor’s degree or higher in computer science or equivalent is required
10+ years of experience in a Data Warehouse (DWH) environment with data integration/ETL of large and complex data sets
Design and coding skills in a scripting language (e.g. Python/Perl/shell scripting) on Unix/Linux Platforms.
Proficiency in SQL and database technologies such as AWS Redshift
Data modeling skills such as Star/Snowflake schema design for DWH
Expertise in performance tuning and scaling in a DWH environment
Hands on experience with recent advances in distributed computing such as MapReduce, MPP architectures, NoSQL databases.
Familiarity with Business Intelligence (BI) platforms such as MicroStrategy, OBIEE or equivalent
Good interpersonal and communication skills. Ability to work with different teams for sourcing of data.
Ability to learn fast, work independently with little supervision and deliver on time quality products

Preferred qualifications

Extensive knowledge of BI platforms such as MicroStrategy, OBIEE or equivalent
Experience working with Agile methodologies in a DWH/BI environment
. Skillset Required: Basic qualifications

Strong Computer science background required. A Bachelor’s degree or higher in computer science or equivalent is required
10+ years of experience in a Data Warehouse (DWH) environment with data integration/ETL of large and complex data sets
Design and coding skills in a scripting language (e.g. Python/Perl/shell scripting) on Unix/Linux Platforms.
Proficiency in SQL and database technologies such as AWS Redshift
Data modeling skills such as Star/Snowflake schema design for DWH
Expertise in performance tuning and scaling in a DWH environment
Hands on experience with recent advances in distributed computing such as MapReduce, MPP architectures, NoSQL databases.
Familiarity with Business Intelligence (BI) platforms such as MicroStrategy, OBIEE or equivalent
Good interpersonal and communication skills. Ability to work with different teams for sourcing of data.
Ability to learn fast, work independently with little supervision and deliver on time quality products

Preferred qualifications

Extensive knowledge of BI platforms such as MicroStrategy, OBIEE or equivalent
Experience working with Agile methodologies in a DWH/BI environment

",http://www.indeed.com/rc/clk?jk=d5b969faeea1edda&fccid=f9dd3166cf821eca&vjs=3
Network Data Engineer,Finite State,"Columbus, OH 43215",,"At Finite State, we are leveraging massive amounts of data to solve the next generation of security problems generated by the Internet of Things (IoT). We are seeking a Network Data Engineer with special interest in firmware analysis. If you are a self-starter who enjoys working in a fast-paced, collaborative environment, then we want to talk to you!

Primary responsibilities for this position include:

Manage the ingestion, flow, and processing of network data through our analytics pipeline.
Develop new modules for parsing and analyzing network protocols and communications.

Candidates at a minimum must have experience in the following:


Python Development
Strong understanding of the TCP/IP network stack and common protocols.
Experience with large scale and fast moving data sets
AWS Cloud capabilities and features
NoSQL and SQL database technologies
Source control (Github)

It’s preferred (but not required) that candidate have familiarity and experience with:


CI/CD tooling
Docker
Python Alembic
Django
WireShark
PCAP Analysis
ETL frameworks such as Apache NiFi or Pentaho
Unified Query Layers such as Apache Drill

About Finite State

Built on two decades of cybersecurity experience serving the Fortune 50 and the U.S. Intelligence Community, our team of experts understands the hidden risks in today’s enterprise networks, where IoT vulnerabilities are quickly becoming the entry point of choice for cyber attacks.

Finite State gives cyber defenders a tactical advantage by identifying the devices running on the network and proactively analyzing firmware buried inside the IoT devices for hidden vulnerabilities. We have a sense of duty to protect the critical infrastructure we rely on including medical devices, power grids and telecommunication networks. We were founded in 2017 in Columbus, Ohio.

At Finite State, we are dedicated to hiring a diverse workforce and are proud to be an equal opportunity employer. We offer competitive salary, equity, full benefits (medical, dental, vision, disability and life-insurance), 401k plan and unlimited PTO, because we believe it is important to unplug and recharge.

Come help us solve one of the biggest problems in cyber security!",http://www.indeed.com/rc/clk?jk=9924851e3d24b140&fccid=f8bbcff726a39180&vjs=3
Maps Evaluation Software Engineer,Apple,"Santa Clara Valley, CA 95014",,"Summary
Posted: Jul 22, 2020
Weekly Hours: 40
Role Number:200158049
Maps Evaluation is looking for a senior maps engineer, one with an eye for quality and a passion for automation and spatial analysis. The ideal candidate will be one with substantive professional experience working in a Maps data or Maps QA role, specifically one that has worked with 3D spatial data and has a deep understanding of geospatial applications, techniques, and transformations.
This team supports an R&D project that is still going through prototyping stages, meaning that there will be a lot of ad hoc analysis and feedback required among our team, data teams, project managers, and content specification teams. The successful candidate will help to lead those efforts, ensuring that our hard work is communicated to key stakeholders to help shape a successful (yet-to-be-released) Maps product.
Key Qualifications
6+ years of experience of applied spatial analysis in a professional setting, working in a medium-to-large scale mapping enterprise (comfortable working with big data)
6+ years of frequent practical application of Python and Scala programming languages
5+ years of experience writing complex SQL, PostGIS and Hive queries
5+ years experience working with 3d data and analyzing its spatial fidelity
5+ years experience working with remote sensing technologies (imagery, LiDAR, etc), to include: a comprehensive understanding of projections, transformations, sensor limitations and resolutions, absolute vs. relative accuracy, and the intricacies of working with high quality topographic data
A strong understanding of remote sensing technologies (imagery, LiDAR, etc) would be a bonus
Excellent written and oral communication skills
Good collaborative and presentation skills
Strong understanding of map data QA methodologies
3+ years of experience in a Test Engineering is a bonus
1-2 years of experience working with Tableau (preferred) or a similar dashboard reporting solution is a bonus.
Description
- Develop and implement test plans for high-resolution spatial data
- Identify and execute improvements to ETL pipelines
- Comfortable working on R&D projects, where the only constant is that things will change
- Comfortable working under vague direction and leading more junior engineers and maps analysts
- Foundational knowledge of statistics allows the candidate to design and implement meaningful
 spatial statistics
Education & Experience
- B.S or advanced degree in Geography, GIS, Computer Science, or related field
- Prior experience with Github or other source control systems
- Shell scripting and Unix-based system administration",http://www.indeed.com/rc/clk?jk=67b6fd27585faa85&fccid=c1099851e9794854&vjs=3
Associate Data Engineer,KIPP Foundation,"Washington, DC 20566",,"ORGANIZATIONAL OVERVIEW
At KIPP DC schools, students develop the knowledge, skills, and confidence to become Washington DC’s next generation of leaders. Equipped with a KIPP DC education, our alumni are empowered to be successful in college, careers, and life.

KIPP DC schools educate and support students in the District of Columbia who have historically had limited access to quality educational options. We are grounded in a commitment to excellence, equity, and justice. Our central headquarters team supports KIPP DC’s 18 schools, 6,800 students and families, and 1,000 staff members—ensuring KIPP DC remains the highest performing PreK – 12 school system in the District of Columbia.

POSITION OVERVIEW
The Data Engineer is a key member of the KIPP DC Data and Analytics team that supports the automated delivery of data between student data systems. This work enables the organization to perform timely data analyses and provide automated access to school software. This role is an entry-level position supporting the development and maintenance of sustainable data integration pipelines. The Data Engineer reports to the Director of Data Strategy.

KEY RESPONSIBILITIES
Support user management processes that automatically provision staff and student accounts for school software directly and through middleware applications such as Clever and Okta
Assist in the development and maintenance of automated data integration processes related to student data and software access management
Lead troubleshooting efforts related to ETL (extract, transform, load) processes and data quality issues
Proactively monitor data for completeness and accuracy and communicate with impacted stakeholders when issues are identified
Manage KIPP DC’s student data warehouse and reporting platform
Develop, test and maintain database architectures to ensure data integrity standards are met.
Maintain KIPP DC’s data dictionary which describes the contents, format, and structure of the data warehouse and the relationship between its elements
Support Director of Data Strategy in long-term strategy efforts to expand the data domains held in the warehouse to other departments (i.e. Operations, HR, Finance, etc.)
Perform maintenance and support tasks on the reporting platform, Tableau Server.
Work with data team to increase capacity for data analysis
Respond to requests from data team to resolve any issues related to integration failures or errors
Assist data analysts in developing SQL queries for reporting and analysis
Support in identifying, designing, and implementing internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.

QUALIFICATIONS
Bachelor's degree
0-3 years of professional experience
Experience with SQL query development is required.
Experience with Python or one other scripting language (R, Javascript, etc.)
Experience with the above in an educational context is a plus.

QUALITIES OF TOP CANDIDATES
Ability to perform a variety of professional activities involved in the research, collection, organization, analysis, processing, interpretation, and reporting of academic and operational data
Outstanding project management and organizational skills, and extraordinary attention to detail
Works effectively with others to achieve shared goals through cooperation, sharing knowledge, joint problem-solving, and celebrating success
Excellent communication and presentation skills in order to share recommendations with colleagues
Creative problem-solving skills and critical thinking
Ability to work within a diverse, global workforce that is oriented around customer satisfaction
Ability to continually develop and improve one’s skill and knowledge to perform effectively and adapt to change in the workplace and external landscape
Ability to work in a fast-paced environment under tight deadlines
Familiarity with the K-12 education field is a plus
Unquestioned integrity and commitment to KIPP DC’s mission
Flexibility, tenacity, high quality work, resourcefulness, teamwork, and a sense of humor

TO APPLY
Please email careers@kippdc.org to complete an online application (including submission of a resume and cover letter) for the position. The start date for this position is immediate. Salary and benefits are competitive, commensurate with qualifications and experience.",http://www.indeed.com/rc/clk?jk=f778b2b41af4835a&fccid=7db14b470ed12322&vjs=3
Data Engineer,The New York Times,"New York, NY",,"The New York Times is seeking inventive and motivated data engineers at all levels of experience to join the Data Engineering group. In this role, you will build critical data infrastructure that surfaces data and insights across the company.
About Us
Our Data Engineering teams are at the intersection of business analytics, data warehousing, and software engineering. As Maxime Beauchemin wrote in “The Rise of Data Engineering”, ETL and data modeling have evolved, and the changes are about distributed systems, stream processing, and computation at scale. They’re about working with data using the same practices that guide software engineering at large. A strong data foundation is essential for The New York Times and we’re responsible for it. We use our data infrastructure to power analytics and data products and to deliver relevant experiences to our customers in real-time. We enable our company to validate strategic decisions, make smarter choices, and react to the fast changing world. We are part of a New York based technology organization with a remote-friendly workplace that includes engineers around the world. We value transparency and openness, learning, community, and continuous improvement. Check out the Times Open blog, which is written by engineers and other technical team members, and follow @nytdevs on Twitter to see what we’re up to.
About the Job
We focus on the software engineering related to data replication, storage, centralized computation, and data API’s. We provide customers and partners with data tools, shared frameworks, and data services. These are the foundational core of our group which enables ourselves and others to work with data from a common underpinning. Our tools and services enable our group to scale and avoid blocking others. We reduce data redundancy by creating systems and datasets that serve as sources of record. We enable discovery and governance of our data. We support key business goals like growing our digital subscriber base, understanding how our customers use our products, and retaining our print subscribers.
As a data engineer, you will:
Run and support a production enterprise data platform
Design and develop data models
Work with languages like Java, Python, Go, Bash, and SQL
Build batch and streaming data pipelines with tools such as Spark, Airflow, and cloud-based data services like Google’s BigQuery, Dataproc, and Pub/Sub
Develop processes for automating, testing, and deploying your work
About You
To thrive in this role, you are excited about data and motivated to learn new technologies. You are comfortable collaborating with engineers from other teams, product owners, business teams, and data analysts and data scientists. You are own and shape your technical domain area and move the related business goals forward. You are eager to resolve upstream data issues at the source instead of applying workarounds. You analyze and test changes to our data architectures and processes, and determine what the possible downstream effects and potential impacts to data consumers will be.
Benefits and Perks:
Make an impact by supporting our original, independent and deeply reported journalism.
We provide competitive health, dental, vision and life insurance for employees and their families
We support responsible retirement planning with a generous 401(k) company match.
We offer a generous parental-leave policy, which we recently expanded in response to employee feedback. Birth mothers receive 16 weeks fully paid; non gestational parents receive 10 weeks, also fully paid.
We are committed to career development, supported by a formal mentoring program and $8,000 annual tuition reimbursement.
We have frequent panel discussions and talks by a wide variety of news makers and industry leaders.
Join a community committed to the richness of diversity, experiences and talents in the world we cover, supported by a variety of employee resource groups.
This role may require limited on-call hours. An on-call schedule will be determined when you join, taking into account team size and other variables. On-call hours are unpaid, unless informed otherwise by your manager.
#LI-AM1
The New York Times is committed to a diverse and inclusive workforce, one that reflects the varied global community we serve. Our journalism and the products we build in the service of that journalism greatly benefit from a range of perspectives, which can only come from diversity of all types, across our ranks, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do. It is also the smart thing for our business. So we strongly encourage women, veterans, people with disabilities, people of color and gender nonconforming candidates to apply.
The New York Times Company is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics. The New York Times Company will consider qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local ""Fair Chance"" laws.",http://www.indeed.com/rc/clk?jk=c30c3f753af35a48&fccid=1b50fcfb150b1b48&vjs=3
AWS Data Engineer,Capgemini,Pennsylvania,,"Short Description
About Capgemini

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion (about $15.6 billion USD at 2018 average rate).
Visit us at www.capgemini.com. People matter, results count.
Job Responsibilities
Title: AWS Data Engineer
Location: Horsham, PA

Understanding of software engineering processes and system development life cycles
Strong problem solving skills and capability to understand and set direction for complex technology integration
Good interpersonal written and oral communication skills
Strong teamwork skills and capability to lead teams
Experience with developing data pipeline using Python Spark ETL Informatica and Certified AWS Developer is highly preferred
What we offer
Your career matters to you and is important to us too. Because your goals and needs are constantly evolving, we offer visibility, leeway and support to help you grow and progress in your career. This approach builds notably on our comprehensive competency framework, our personal development, training and career management programs, and our University innovative and business-focused learning curriculums.
We promote a culture of diversity. We believe working with talented individuals from different backgrounds and points of view is a strategic advantage and an ongoing opportunity. Diversity enriches our creative solutions and adds value for our clients.
With the digital tech sector growing at a rapid pace and women significantly underrepresented in the industry, we are determined to inspire and recruit more women into technology and build diverse teams that reflect the clients we serve.
Our Shared values have been at the heart of the group since our formation. They are honesty, boldness, trust, freedom, team spirit, modesty and fun. These values influence the way we meet client needs while respecting the regulatory requirements of each country in which we operate, and the way we promote ethically sound practices within Capgemini and in our partnerships.
Capgemini is committed to building a workforce of employees with diverse backgrounds and work experiences. We strongly encourage women, veterans and active military service personnel to apply.
Disclaimer
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant - http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law
Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.",http://www.indeed.com/rc/clk?jk=4b6fcb188cb8ea96&fccid=105ecfd0283f415f&vjs=3
Data Engineer I,Oath Inc,"Sunnyvale, CA 94089",,"A Little About Us
Oath has the most trafficked destinations on internet, including Yahoo, Aol, Huffington Post, TechCrunch, and many other well known brands. The Oath Advertising team is responsible for delivering market-leading advertising and audience products, solutions, and services. Our advertising products deliver billions of ad impressions to hundreds of millions of users everyday, enabling hundreds of thousands of advertisers to effectively connect with the right audience at the right time across devices and across the globe. Our audience analytics products analyze multi-terabytes of data everyday and deliver insight on the preference, intent, interest, and behavior of users to help Yahoo and its customers drive user growth, engagement and value.
A Lot About You
You are an exceptional data engineer with rich experience in big data processing, excellent analytical skills, sound knowledge about statistics and experimental design, and proven ability to communicate analytical findings. You are always curious, self-motivated, and eager to learn learning new domain knowledge and analytics tools. You are an out-of-the-box thinker, a believer in data driven approaches, and a quick learner. You enjoy to work with a strong, cross-functional, and sometimes cross-geography team of engineers and data scientists, and you are passionate in working with our business and product teams to turn data into actionable insights. You always think positive, have the can-do attitude, and focus on “getting stuff done” with quality. People like to work with you because you’re a valuable contributor, and a responsible team player.
Your Day
• Build a centralized data warehouse, automated data pipelines and dashboards to provide concrete metrics for various internal users, including business, product and engineers
• Work closely with engineers, data scientists, business and ad operations to track, monitor, and report on ad platform health, and identify and resolve potential issues related to the ad serving systems
• Analyze large data sets to find structures and obtain actionable insights for improving the overall performance of the end-to-end advertising process
• Design and conduct experiments to evaluate new advertising algorithms and serving logics
Requirements
• Advanced degree in Statistics, Applied Mathematics, Computer Science, or a related field
• Proficient programming skills in at least one of the following languages: Python, R, and Java, and familiar with Hadoop and SQL
• Excel in statistical thinking while deeply grounded in solid business judgment
• Results driven, great attention to detail, and a team player
• Excellent communication and presentation skills
• Skilled in interpersonal communication and relationship. Ability to clearly explain analytical findings to business partners, researchers and engineers
Verizon Media is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to, and will not be discriminated against based on age, race, gender, color, religion, national origin, sexual orientation, gender identity, veteran status, disability or any other protected category. Verizon Media is dedicated to providing an accessible environment for all candidates during the application process and for employees during their employment. If you need accessibility assistance and/or a reasonable accommodation due to a disability, please submit a request via the Accommodation Request Form ( https://www.verizonmedia.com/careers/contact-us.html ) or call 408-336-1409. Requests and calls received for non-disability related issues, such as following up on an application, will not receive a response.
Currently work for Verizon Media? Please apply on our internal career site.",http://www.indeed.com/rc/clk?jk=3bfbea4b4778569e&fccid=ec7026b814653f27&vjs=3
Data Engineer Intern,"Gotion, Inc.","Fremont, CA",,"Responsibilities

Develop and maintain data platform (ETL) for electrical vehicle battery
Develop and maintain battery visualization dashboards
Working closely with algorithm team and embedded software teams to improve the platform

Qualifications

Able to start presently or Jan 2021. Please do not apply to this listing if looking for summer intern.
BS in Engineering or Computer Science/ Graduate degree preferred.
Proficient in Python, SQL
Familiarity with AWS (or equivalent)
Experience with front-end development is a plus
Experience with time-series database is a plus
Experience with Matlab is a big plus

About Gotion:

Gotion, Inc. is based in Silicon Valley in California, with R&D centers in Ohio, China, Japan and Europe. We innovate in the next generation electric vehicle and energy storage technologies (lithium batteries and related systems) with the aim to accelerate electrified transportation and achieve sustainable development. Gotion is powered by a leading power battery technology company that provides solutions for vehicles including the world's first mass commercial e-bus route.

Gotion is a career destination- we are not simply attempting to just fill another job, but to pursue a dream of global green energy together! We offer outstanding opportunities to individuals seeking an exciting and challenging working environment. Everyone is highly valued and plays a vital role in the growth of our organization.",http://www.indeed.com/rc/clk?jk=a88895421bf1e3a8&fccid=1bb5cd7a8a1cdea4&vjs=3
